id,timestamp,sender_id,recipient_id,amount,asset_id,detail
134,2026-04-18 18:54:19,1,4,68.0,60,Investor Equity
135,2026-04-18 18:54:19,6,1,128.0,61,Invention Maintenance
136,2026-04-18 18:54:19,7,1,32.0,61,Investor Punishment
137,2026-04-18 18:54:19,1,7,1081.0,62,Invention Profit
138,2026-04-18 18:54:19,1,6,270.0,62,Investor Equity
139,2026-04-18 18:54:20,4,1,100.0,7,3
140,2026-04-18 18:54:58,1,7,267.99,55,3
141,2026-04-18 18:55:16,3,1,120.0,11,1
142,2026-04-18 18:55:59,3,1,410.75,55,5
143,2026-04-18 18:56:27,1,3,0.0,6,17-14
144,2026-04-18 18:56:53,2,1,65.0,13,1
145,2026-04-18 18:57:10,5,1,437.45,55,5
146,2026-04-18 19:03:13,3,1,25.0,20,1
147,2026-04-18 19:04:51,1,4,647.0,58,Invention Profit
148,2026-04-18 19:04:51,1,2,161.0,58,Investor Equity
149,2026-04-18 19:04:51,1,2,301.0,60,Invention Profit
150,2026-04-18 19:04:51,1,4,52.0,60,Investor Equity
151,2026-04-18 19:04:51,6,1,128.0,61,Invention Maintenance
152,2026-04-18 19:04:51,7,1,32.0,61,Investor Punishment
153,2026-04-18 19:04:51,1,7,607.0,62,Invention Profit
154,2026-04-18 19:04:51,1,6,151.0,62,Investor Equity
155,2026-04-18 19:06:51,7,1,35.0,15,1
156,2026-04-18 19:06:59,7,1,525.21,51,7
157,2026-04-18 19:07:31,7,1,271.20000000000005,53,3
158,2026-04-18 19:07:48,1,3,464.09999999999997,55,5
159,2026-04-18 19:08:06,3,1,183.7,54,2
160,2026-04-18 19:08:39,1,5,431.5,55,5
161,2026-04-18 19:09:04,5,1,222.2,52,2
162,2026-04-18 19:11:31,4,1,2000.0,2,in
163,2026-04-18 19:11:48,5,1,50.0,2,in
164,2026-04-18 19:11:56,2,1,100.0,2,in
165,2026-04-18 19:12:04,1,2,1750.0,2,out
166,2026-04-18 19:13:40,5,1,637.2,56,5
167,2026-04-18 19:13:50,3,1,85.0,14,1
168,2026-04-18 19:14:47,3,1,691.85,56,5
169,2026-04-18 19:15:27,1,4,491.0,58,Invention Profit
170,2026-04-18 19:15:27,1,2,122.0,58,Investor Equity
171,2026-04-18 19:15:27,1,2,219.0,60,Invention Profit
172,2026-04-18 19:15:27,1,4,38.0,60,Investor Equity
173,2026-04-18 19:15:27,1,7,538.0,62,Invention Profit
174,2026-04-18 19:15:27,1,6,134.0,62,Investor Equity
175,2026-04-18 19:15:57,2,4,4000.0,64,investor
176,2026-04-18 19:16:18,4,2,2000.0,1,Bank Transfer
177,2026-04-18 19:16:33,6,1,317.94,53,3
178,2026-04-18 19:20:04,7,1,366.27,53,3
179,2026-04-18 19:22:00,7,1,1500.0,7,4
180,2026-04-18 19:22:52,1,7,634.7,52,5
181,2026-04-18 19:23:05,7,1,213.22,54,2
182,2026-04-18 19:23:44,2,1,35.0,15,1
183,2026-04-18 19:24:59,4,1,346.88,51,4
184,2026-04-18 19:25:34,4,1,626.32,56,4
185,2026-04-18 19:25:59,1,4,322.0,58,Invention Profit
186,2026-04-18 19:25:59,1,2,80.0,58,Investor Equity
187,2026-04-18 19:25:59,1,2,224.0,60,Invention Profit
188,2026-04-18 19:25:59,1,4,39.0,60,Investor Equity
189,2026-04-18 19:25:59,1,7,467.0,62,Invention Profit
190,2026-04-18 19:25:59,1,6,116.0,62,Investor Equity
191,2026-04-18 19:25:59,1,4,194.0,64,Invention Profit
192,2026-04-18 19:25:59,1,2,193.0,64,Investor Equity
193,2026-04-18 19:26:42,2,1,100.0,2,in
194,2026-04-18 19:30:46,1,5,884.6500000000001,56,5
195,2026-04-18 19:31:21,2,1,225.57,55,3
196,2026-04-18 19:32:32,2,1,2383.65,56,15
197,2026-04-18 19:33:27,2,1,827.1500000000001,56,5
198,2026-04-18 19:34:13,5,1,209.82,52,2
199,2026-04-18 19:34:31,1,3,1300.0,2,out
200,2026-04-18 19:34:44,7,1,85.0,14,1
201,2026-04-18 19:34:47,7,1,85.0,14,1
202,2026-04-18 19:34:47,7,1,85.0,14,1
203,2026-04-18 19:35:12,7,1,86.0,14,1
204,2026-04-18 19:35:18,3,1,86.0,14,1
205,2026-04-18 19:35:28,5,1,35.0,15,1
206,2026-04-18 19:35:53,4,1,120.0,11,1
207,2026-04-18 19:36:12,2,1,822.6,55,10
208,2026-04-18 19:36:31,1,4,304.0,58,Invention Profit
209,2026-04-18 19:36:31,1,2,76.0,58,Investor Equity
210,2026-04-18 19:36:31,1,2,170.0,60,Invention Profit
211,2026-04-18 19:36:31,1,4,29.0,60,Investor Equity
212,2026-04-18 19:36:31,1,7,312.0,62,Invention Profit
213,2026-04-18 19:36:31,1,6,78.0,62,Investor Equity
214,2026-04-18 19:36:31,1,4,280.0,64,Invention Profit
215,2026-04-18 19:36:31,1,2,279.0,64,Investor Equity
216,2026-04-18 19:36:32,5,1,1500.0,7,4
217,2026-04-18 19:37:04,5,1,950.0,7,5
218,2026-04-18 19:37:21,3,1,35.0,15,1
219,2026-04-18 19:37:34,3,1,950.0,7,5
220,2026-04-18 19:38:04,3,1,1500.0,7,4
221,2026-04-18 19:39:01,5,1,35.0,15,1
222,2026-04-18 19:39:41,2,1,10051.98,51,106
223,2026-04-18 19:40:00,2,1,35.0,12,1
224,2026-04-18 19:40:28,1,6,437.40000000000003,53,3
225,2026-04-18 19:41:04,4,1,2047.4,51,20
226,2026-04-18 19:41:45,7,1,1644.8999999999999,51,15
227,2026-04-18 19:42:07,5,1,65.0,13,1
228,2026-04-18 19:42:51,7,1,100.0,2,in
229,2026-04-18 19:43:52,1,2,13013.619999999999,51,106
230,2026-04-18 19:44:41,1,4,2731.2,51,24
231,2026-04-18 19:45:12,3,1,462.45,55,5
232,2026-04-18 19:45:55,5,1,480.7,55,5
233,2026-04-18 19:46:20,1,7,2129.61,51,21
234,2026-04-18 19:47:00,1,4,740.28,56,4
235,2026-04-18 19:47:05,1,4,251.0,58,Invention Profit
236,2026-04-18 19:47:05,1,2,62.0,58,Investor Equity
237,2026-04-18 19:47:05,1,2,141.0,60,Invention Profit
238,2026-04-18 19:47:05,1,4,24.0,60,Investor Equity
239,2026-04-18 19:47:05,1,7,296.0,62,Invention Profit
240,2026-04-18 19:47:05,1,6,73.0,62,Investor Equity
241,2026-04-18 19:47:05,1,4,323.0,64,Invention Profit
242,2026-04-18 19:47:05,1,2,322.0,64,Investor Equity
243,2026-04-18 19:47:06,3,1,85.0,14,1
244,2026-04-18 19:49:54,5,6,950.0,1,Bank Transfer
245,2026-04-18 19:50:01,7,1,4496.5,51,50
246,2026-04-18 19:50:12,6,1,950.0,7,5
247,2026-04-18 19:50:19,2,1,85.0,14,1
248,2026-04-18 19:50:30,3,1,25.0,20,1
249,2026-04-18 19:51:22,2,1,85.0,14,1
250,2026-04-18 19:51:39,2,1,12916.8,51,130
251,2026-04-18 19:54:35,1,3,577.05,55,5
252,2026-04-18 19:54:55,1,2,14526.199999999999,51,130
253,2026-04-18 19:55:11,1,7,10710.0,51,100
254,2026-04-18 19:55:17,3,1,500.0,2,in
255,2026-04-18 19:55:44,6,1,524.8,55,5
256,2026-04-18 19:56:17,1,6,787.55,54,5
257,2026-04-18 19:57:29,3,1,500.0,2,in
258,2026-04-18 19:57:35,6,1,739.0999999999999,54,5
259,2026-04-18 19:57:37,1,4,180.0,58,Invention Profit
260,2026-04-18 19:57:37,1,2,44.0,58,Investor Equity
261,2026-04-18 19:57:37,1,2,89.0,60,Invention Profit
262,2026-04-18 19:57:37,1,4,15.0,60,Investor Equity
263,2026-04-18 19:57:37,1,7,236.0,62,Invention Profit
264,2026-04-18 19:57:37,1,6,58.0,62,Investor Equity
265,2026-04-18 19:57:37,1,4,326.0,64,Invention Profit
266,2026-04-18 19:57:37,1,2,326.0,64,Investor Equity
267,2026-04-18 19:57:48,1,5,603.1,55,5
268,2026-04-18 19:59:05,4,1,35.0,15,1
269,2026-04-18 20:00:08,1,7,200.0,3,25%
270,2026-04-18 20:01:53,1,5,341.28,56,2
271,2026-04-18 20:01:59,1,5,230.22,52,2
272,2026-04-18 20:02:31,5,3,3000.0,1,Bank Transfer
273,2026-04-18 20:02:54,6,1,130.0,13,2
274,2026-04-18 20:03:47,1,1,50000.0,7,13
275,2026-04-18 20:03:53,7,1,11788.75,53,125
276,2026-04-18 20:04:23,6,1,500.0,2,in
277,2026-04-18 20:04:33,3,1,3057.67,54,19
278,2026-04-18 20:05:59,1,7,498.0,52,5
279,2026-04-18 20:06:42,7,1,1500.0,7,4
280,2026-04-18 20:06:51,3,1,2000.0,2,in
281,2026-04-18 20:07:14,1,7,13175.98,53,131
282,2026-04-18 20:07:23,5,1,100.0,2,in
283,2026-04-18 20:07:37,6,1,130.0,13,2
284,2026-04-18 20:08:09,3,1,1376.96,52,16
285,2026-04-18 20:08:11,1,4,170.0,58,Invention Profit
286,2026-04-18 20:08:11,1,2,42.0,58,Investor Equity
287,2026-04-18 20:08:11,1,2,73.0,60,Invention Profit
288,2026-04-18 20:08:11,1,4,12.0,60,Investor Equity
289,2026-04-18 20:08:11,1,7,143.0,62,Invention Profit
290,2026-04-18 20:08:11,1,6,35.0,62,Investor Equity
291,2026-04-18 20:08:11,1,4,544.0,64,Invention Profit
292,2026-04-18 20:08:11,1,2,544.0,64,Investor Equity
293,2026-04-18 20:10:40,5,1,1500.0,7,4
294,2026-04-18 20:11:09,5,1,950.0,7,5
295,2026-04-18 20:11:31,3,1,50.0,19,1
296,2026-04-18 20:12:15,1,7,80.0,2,out
297,2026-04-18 20:12:46,1,6,619.15,55,5
298,2026-04-18 20:17:23,1,3,80.0,2,out
299,2026-04-18 20:18:38,6,1,80.0,18,2
300,2026-04-18 20:18:43,1,4,129.0,58,Invention Profit
301,2026-04-18 20:18:43,1,2,32.0,58,Investor Equity
302,2026-04-18 20:18:43,1,2,80.0,60,Invention Profit
303,2026-04-18 20:18:43,1,4,13.0,60,Investor Equity
304,2026-04-18 20:18:43,1,7,139.0,62,Invention Profit
305,2026-04-18 20:18:43,1,6,34.0,62,Investor Equity
306,2026-04-18 20:18:43,1,4,317.0,64,Invention Profit
307,2026-04-18 20:18:43,1,2,317.0,64,Investor Equity
308,2026-04-18 20:19:54,2,1,130.0,13,2
309,2026-04-18 20:20:11,1,5,416.5,52,5
310,2026-04-18 20:22:51,1,2,1478.88,55,13
311,2026-04-18 20:23:10,1,2,306.21,51,3
312,2026-04-18 20:23:31,1,3,1332.8,52,16
313,2026-04-18 20:23:43,1,3,5280.599999999999,54,26
314,2026-04-18 20:25:23,7,1,312.0,3,1-112$
