id,timestamp,asset_id,worth
211,2026-04-18 15:22:13,17,70.0
212,2026-04-18 15:22:13,18,40.0
213,2026-04-18 15:22:13,19,50.0
214,2026-04-18 15:22:13,20,25.0
215,2026-04-18 15:22:13,21,60.0
216,2026-04-18 15:22:13,50,50.0
217,2026-04-18 15:22:43,11,120.0
218,2026-04-18 15:22:43,12,35.0
219,2026-04-18 15:22:43,13,65.0
220,2026-04-18 15:22:43,14,85.0
221,2026-04-18 15:22:43,15,35.0
222,2026-04-18 15:22:43,16,40.0
223,2026-04-18 15:22:43,17,70.0
224,2026-04-18 15:22:43,18,40.0
225,2026-04-18 15:22:43,19,50.0
226,2026-04-18 15:22:43,20,25.0
227,2026-04-18 15:22:43,21,60.0
228,2026-04-18 15:22:43,50,50.0
229,2026-04-18 15:23:13,11,120.0
230,2026-04-18 15:23:13,12,35.0
231,2026-04-18 15:23:13,13,65.0
232,2026-04-18 15:23:13,14,85.0
233,2026-04-18 15:23:13,15,35.0
234,2026-04-18 15:23:13,16,40.0
235,2026-04-18 15:23:13,17,70.0
236,2026-04-18 15:23:13,18,40.0
237,2026-04-18 15:23:13,19,50.0
238,2026-04-18 15:23:13,20,25.0
239,2026-04-18 15:23:13,21,60.0
240,2026-04-18 15:23:13,50,50.0
241,2026-04-18 15:23:43,11,120.0
242,2026-04-18 15:23:43,12,35.0
243,2026-04-18 15:23:43,13,65.0
244,2026-04-18 15:23:43,14,85.0
245,2026-04-18 15:23:43,15,35.0
246,2026-04-18 15:23:43,16,40.0
247,2026-04-18 15:23:43,17,70.0
248,2026-04-18 15:23:43,18,40.0
249,2026-04-18 15:23:43,19,50.0
250,2026-04-18 15:23:43,20,25.0
251,2026-04-18 15:23:43,21,60.0
252,2026-04-18 15:23:44,50,50.0
253,2026-04-18 15:24:14,11,120.0
254,2026-04-18 15:24:14,12,35.0
255,2026-04-18 15:24:14,13,65.0
256,2026-04-18 15:24:14,14,85.0
257,2026-04-18 15:24:14,15,35.0
258,2026-04-18 15:24:14,16,40.0
259,2026-04-18 15:24:14,17,70.0
260,2026-04-18 15:24:14,18,40.0
261,2026-04-18 15:24:14,19,50.0
262,2026-04-18 15:24:14,20,25.0
263,2026-04-18 15:24:14,21,60.0
264,2026-04-18 15:24:14,50,50.0
265,2026-04-18 15:24:44,11,120.0
266,2026-04-18 15:24:44,12,35.0
267,2026-04-18 15:24:44,13,65.0
268,2026-04-18 15:24:44,14,85.0
269,2026-04-18 15:24:44,15,35.0
270,2026-04-18 15:24:44,16,40.0
271,2026-04-18 15:24:44,17,70.0
272,2026-04-18 15:24:44,18,40.0
273,2026-04-18 15:24:44,19,50.0
274,2026-04-18 15:24:44,20,25.0
275,2026-04-18 15:24:44,21,60.0
276,2026-04-18 15:24:44,50,50.0
277,2026-04-18 15:25:14,11,120.0
278,2026-04-18 15:25:14,12,35.0
279,2026-04-18 15:25:14,13,65.0
280,2026-04-18 15:25:14,14,85.0
281,2026-04-18 15:25:14,15,35.0
282,2026-04-18 15:25:14,16,40.0
283,2026-04-18 15:25:14,17,70.0
284,2026-04-18 15:25:14,18,40.0
285,2026-04-18 15:25:14,19,50.0
286,2026-04-18 15:25:14,20,25.0
287,2026-04-18 15:25:14,21,60.0
288,2026-04-18 15:25:14,50,50.0
289,2026-04-18 15:25:44,11,120.0
290,2026-04-18 15:25:44,12,35.0
291,2026-04-18 15:25:44,13,65.0
292,2026-04-18 15:25:44,14,85.0
293,2026-04-18 15:25:44,15,35.0
294,2026-04-18 15:25:44,16,40.0
295,2026-04-18 15:25:44,17,70.0
296,2026-04-18 15:25:44,18,40.0
297,2026-04-18 15:25:44,19,50.0
298,2026-04-18 15:25:44,20,25.0
299,2026-04-18 15:25:44,21,60.0
300,2026-04-18 15:25:44,50,50.0
301,2026-04-18 15:26:14,11,120.0
302,2026-04-18 15:26:14,12,35.0
303,2026-04-18 15:26:14,13,65.0
304,2026-04-18 15:26:14,14,85.0
305,2026-04-18 15:26:14,15,35.0
306,2026-04-18 15:26:14,16,40.0
307,2026-04-18 15:26:14,17,70.0
308,2026-04-18 15:26:14,18,40.0
309,2026-04-18 15:26:14,19,50.0
310,2026-04-18 15:26:14,20,25.0
311,2026-04-18 15:26:14,21,60.0
312,2026-04-18 15:26:14,50,50.0
313,2026-04-18 15:26:44,11,120.0
314,2026-04-18 15:26:44,12,35.0
315,2026-04-18 15:26:44,13,65.0
316,2026-04-18 15:26:44,14,85.0
317,2026-04-18 15:26:44,15,35.0
318,2026-04-18 15:26:44,16,40.0
319,2026-04-18 15:26:44,17,70.0
320,2026-04-18 15:26:44,18,40.0
321,2026-04-18 15:26:44,19,50.0
322,2026-04-18 15:26:44,20,25.0
323,2026-04-18 15:26:44,21,60.0
324,2026-04-18 15:26:44,50,50.0
325,2026-04-18 15:27:14,11,120.0
326,2026-04-18 15:27:14,12,35.0
327,2026-04-18 15:27:14,13,65.0
328,2026-04-18 15:27:14,14,85.0
329,2026-04-18 15:27:14,15,35.0
330,2026-04-18 15:27:14,16,40.0
331,2026-04-18 15:27:14,17,70.0
332,2026-04-18 15:27:14,18,40.0
333,2026-04-18 15:27:14,19,50.0
334,2026-04-18 15:27:14,20,25.0
335,2026-04-18 15:27:14,21,60.0
336,2026-04-18 15:27:14,50,50.0
337,2026-04-18 15:27:44,11,120.0
338,2026-04-18 15:27:44,12,35.0
339,2026-04-18 15:27:44,13,65.0
340,2026-04-18 15:27:44,14,85.0
341,2026-04-18 15:27:44,15,35.0
342,2026-04-18 15:27:44,16,40.0
343,2026-04-18 15:27:44,17,70.0
344,2026-04-18 15:27:44,18,40.0
345,2026-04-18 15:27:44,19,50.0
346,2026-04-18 15:27:44,20,25.0
347,2026-04-18 15:27:44,21,60.0
348,2026-04-18 15:27:44,50,50.0
349,2026-04-18 15:28:14,11,120.0
350,2026-04-18 15:28:14,12,35.0
351,2026-04-18 15:28:14,13,65.0
352,2026-04-18 15:28:14,14,85.0
353,2026-04-18 15:28:14,15,35.0
354,2026-04-18 15:28:14,16,40.0
355,2026-04-18 15:28:14,17,70.0
356,2026-04-18 15:28:14,18,40.0
357,2026-04-18 15:28:14,19,50.0
358,2026-04-18 15:28:14,20,25.0
359,2026-04-18 15:28:14,21,60.0
360,2026-04-18 15:28:14,50,50.0
361,2026-04-18 15:28:44,11,120.0
362,2026-04-18 15:28:44,12,35.0
363,2026-04-18 15:28:44,13,65.0
364,2026-04-18 15:28:44,14,85.0
365,2026-04-18 15:28:44,15,35.0
366,2026-04-18 15:28:44,16,40.0
367,2026-04-18 15:28:44,17,70.0
368,2026-04-18 15:28:44,18,40.0
369,2026-04-18 15:28:44,19,50.0
370,2026-04-18 15:28:44,20,25.0
371,2026-04-18 15:28:44,21,60.0
372,2026-04-18 15:28:44,50,50.0
373,2026-04-18 15:29:14,11,120.0
374,2026-04-18 15:29:14,12,35.0
375,2026-04-18 15:29:14,13,65.0
376,2026-04-18 15:29:14,14,85.0
377,2026-04-18 15:29:14,15,35.0
378,2026-04-18 15:29:14,16,40.0
379,2026-04-18 15:29:14,17,70.0
380,2026-04-18 15:29:14,18,40.0
381,2026-04-18 15:29:14,19,50.0
382,2026-04-18 15:29:14,20,25.0
383,2026-04-18 15:29:14,21,60.0
384,2026-04-18 15:29:14,50,50.0
385,2026-04-18 15:29:44,11,120.0
386,2026-04-18 15:29:44,12,35.0
387,2026-04-18 15:29:44,13,65.0
388,2026-04-18 15:29:44,14,85.0
389,2026-04-18 15:29:44,15,35.0
390,2026-04-18 15:29:44,16,40.0
391,2026-04-18 15:29:44,17,70.0
392,2026-04-18 15:29:44,18,40.0
393,2026-04-18 15:29:44,19,50.0
394,2026-04-18 15:29:44,20,25.0
395,2026-04-18 15:29:44,21,60.0
396,2026-04-18 15:29:44,50,50.0
397,2026-04-18 15:30:14,11,120.0
398,2026-04-18 15:30:14,12,35.0
399,2026-04-18 15:30:14,13,65.0
400,2026-04-18 15:30:14,14,85.0
401,2026-04-18 15:30:14,15,35.0
402,2026-04-18 15:30:14,16,40.0
403,2026-04-18 15:30:14,17,70.0
404,2026-04-18 15:30:14,18,40.0
405,2026-04-18 15:30:14,19,50.0
406,2026-04-18 15:30:14,20,25.0
407,2026-04-18 15:30:14,21,60.0
408,2026-04-18 15:30:14,50,50.0
409,2026-04-18 15:30:44,11,120.0
410,2026-04-18 15:30:44,12,35.0
411,2026-04-18 15:30:44,13,65.0
412,2026-04-18 15:30:44,14,85.0
413,2026-04-18 15:30:44,15,35.0
414,2026-04-18 15:30:44,16,40.0
415,2026-04-18 15:30:44,17,70.0
416,2026-04-18 15:30:44,18,40.0
417,2026-04-18 15:30:44,19,50.0
418,2026-04-18 15:30:44,20,25.0
419,2026-04-18 15:30:44,21,60.0
420,2026-04-18 15:30:44,50,50.0
421,2026-04-18 15:31:14,11,120.0
422,2026-04-18 15:31:14,12,35.0
423,2026-04-18 15:31:14,13,65.0
424,2026-04-18 15:31:14,14,85.0
425,2026-04-18 15:31:14,15,35.0
426,2026-04-18 15:31:14,16,40.0
427,2026-04-18 15:31:14,17,70.0
428,2026-04-18 15:31:14,18,40.0
429,2026-04-18 15:31:14,19,50.0
430,2026-04-18 15:31:14,20,25.0
431,2026-04-18 15:31:14,21,60.0
432,2026-04-18 15:31:14,50,50.0
433,2026-04-18 15:31:44,11,120.0
434,2026-04-18 15:31:44,12,35.0
435,2026-04-18 15:31:44,13,65.0
436,2026-04-18 15:31:44,14,85.0
437,2026-04-18 15:31:44,15,35.0
438,2026-04-18 15:31:44,16,40.0
439,2026-04-18 15:31:44,17,70.0
440,2026-04-18 15:31:44,18,40.0
441,2026-04-18 15:31:44,19,50.0
442,2026-04-18 15:31:44,20,25.0
443,2026-04-18 15:31:44,21,60.0
444,2026-04-18 15:31:44,50,50.0
445,2026-04-18 15:32:14,11,120.0
446,2026-04-18 15:32:14,12,35.0
447,2026-04-18 15:32:14,13,65.0
448,2026-04-18 15:32:14,14,85.0
449,2026-04-18 15:32:14,15,35.0
450,2026-04-18 15:32:14,16,40.0
451,2026-04-18 15:32:14,17,70.0
452,2026-04-18 15:32:14,18,40.0
453,2026-04-18 15:32:15,19,50.0
454,2026-04-18 15:32:15,20,25.0
455,2026-04-18 15:32:15,21,60.0
456,2026-04-18 15:32:15,50,50.0
457,2026-04-18 15:32:45,11,120.0
458,2026-04-18 15:32:45,12,35.0
459,2026-04-18 15:32:45,13,65.0
460,2026-04-18 15:32:45,14,85.0
461,2026-04-18 15:32:45,15,35.0
462,2026-04-18 15:32:45,16,40.0
463,2026-04-18 15:32:45,17,70.0
464,2026-04-18 15:32:45,18,40.0
465,2026-04-18 15:32:45,19,50.0
466,2026-04-18 15:32:45,20,25.0
467,2026-04-18 15:32:45,21,60.0
468,2026-04-18 15:32:45,50,50.0
469,2026-04-18 15:33:15,11,120.0
470,2026-04-18 15:33:15,12,35.0
471,2026-04-18 15:33:15,13,65.0
472,2026-04-18 15:33:15,14,85.0
473,2026-04-18 15:33:15,15,35.0
474,2026-04-18 15:33:15,16,40.0
475,2026-04-18 15:33:15,17,70.0
476,2026-04-18 15:33:15,18,40.0
477,2026-04-18 15:33:15,19,50.0
478,2026-04-18 15:33:15,20,25.0
479,2026-04-18 15:33:15,21,60.0
480,2026-04-18 15:33:15,50,50.0
481,2026-04-18 15:33:45,11,120.0
482,2026-04-18 15:33:45,12,35.0
483,2026-04-18 15:33:45,13,65.0
484,2026-04-18 15:33:45,14,85.0
485,2026-04-18 15:33:45,15,35.0
486,2026-04-18 15:33:45,16,40.0
487,2026-04-18 15:33:45,17,70.0
488,2026-04-18 15:33:45,18,40.0
489,2026-04-18 15:33:45,19,50.0
490,2026-04-18 15:33:45,20,25.0
491,2026-04-18 15:33:45,21,60.0
492,2026-04-18 15:33:45,50,50.0
493,2026-04-18 15:34:15,11,120.0
494,2026-04-18 15:34:15,12,35.0
495,2026-04-18 15:34:15,13,65.0
496,2026-04-18 15:34:15,14,85.0
497,2026-04-18 15:34:15,15,35.0
498,2026-04-18 15:34:15,16,40.0
499,2026-04-18 15:34:15,17,70.0
500,2026-04-18 15:34:15,18,40.0
501,2026-04-18 15:34:15,19,50.0
502,2026-04-18 15:34:15,20,25.0
503,2026-04-18 15:34:15,21,60.0
504,2026-04-18 15:34:15,50,50.0
505,2026-04-18 15:34:45,11,120.0
506,2026-04-18 15:34:45,12,35.0
507,2026-04-18 15:34:45,13,65.0
508,2026-04-18 15:34:45,14,85.0
509,2026-04-18 15:34:45,15,35.0
510,2026-04-18 15:34:45,16,40.0
511,2026-04-18 15:34:45,17,70.0
512,2026-04-18 15:34:45,18,40.0
513,2026-04-18 15:34:45,19,50.0
514,2026-04-18 15:34:45,20,25.0
515,2026-04-18 15:34:45,21,60.0
516,2026-04-18 15:34:45,50,50.0
517,2026-04-18 15:35:15,11,120.0
518,2026-04-18 15:35:15,12,35.0
519,2026-04-18 15:35:15,13,65.0
520,2026-04-18 15:35:15,14,85.0
521,2026-04-18 15:35:15,15,35.0
522,2026-04-18 15:35:15,16,40.0
523,2026-04-18 15:35:15,17,70.0
524,2026-04-18 15:35:15,18,40.0
525,2026-04-18 15:35:15,19,50.0
526,2026-04-18 15:35:15,20,25.0
527,2026-04-18 15:35:15,21,60.0
528,2026-04-18 15:35:15,50,50.0
529,2026-04-18 15:35:45,11,120.0
530,2026-04-18 15:35:45,12,35.0
531,2026-04-18 15:35:45,13,65.0
532,2026-04-18 15:35:45,14,85.0
533,2026-04-18 15:35:45,15,35.0
534,2026-04-18 15:35:45,16,40.0
535,2026-04-18 15:35:45,17,70.0
536,2026-04-18 15:35:45,18,40.0
537,2026-04-18 15:35:45,19,50.0
538,2026-04-18 15:35:45,20,25.0
539,2026-04-18 15:35:45,21,60.0
540,2026-04-18 15:35:45,50,50.0
541,2026-04-18 15:36:15,11,120.0
542,2026-04-18 15:36:15,12,35.0
543,2026-04-18 15:36:15,13,65.0
544,2026-04-18 15:36:15,14,85.0
545,2026-04-18 15:36:15,15,35.0
546,2026-04-18 15:36:15,16,40.0
547,2026-04-18 15:36:15,17,70.0
548,2026-04-18 15:36:15,18,40.0
549,2026-04-18 15:36:15,19,50.0
550,2026-04-18 15:36:15,20,25.0
551,2026-04-18 15:36:15,21,60.0
552,2026-04-18 15:36:15,50,50.0
553,2026-04-18 15:36:45,11,120.0
554,2026-04-18 15:36:45,12,35.0
555,2026-04-18 15:36:45,13,65.0
556,2026-04-18 15:36:45,14,85.0
557,2026-04-18 15:36:45,15,35.0
558,2026-04-18 15:36:45,16,40.0
559,2026-04-18 15:36:45,17,70.0
560,2026-04-18 15:36:45,18,40.0
561,2026-04-18 15:36:45,19,50.0
562,2026-04-18 15:36:45,20,25.0
563,2026-04-18 15:36:45,21,60.0
564,2026-04-18 15:36:45,50,50.0
565,2026-04-18 15:37:15,11,120.0
566,2026-04-18 15:37:15,12,35.0
567,2026-04-18 15:37:15,13,65.0
568,2026-04-18 15:37:15,14,85.0
569,2026-04-18 15:37:15,15,35.0
570,2026-04-18 15:37:15,16,40.0
571,2026-04-18 15:37:15,17,70.0
572,2026-04-18 15:37:15,18,40.0
573,2026-04-18 15:37:15,19,50.0
574,2026-04-18 15:37:15,20,25.0
575,2026-04-18 15:37:15,21,60.0
576,2026-04-18 15:37:15,50,50.0
577,2026-04-18 15:37:45,11,120.0
578,2026-04-18 15:37:45,12,35.0
579,2026-04-18 15:37:45,13,65.0
580,2026-04-18 15:37:45,14,85.0
581,2026-04-18 15:37:45,15,35.0
582,2026-04-18 15:37:45,16,40.0
583,2026-04-18 15:37:45,17,70.0
584,2026-04-18 15:37:45,18,40.0
585,2026-04-18 15:37:45,19,50.0
586,2026-04-18 15:37:45,20,25.0
587,2026-04-18 15:37:45,21,60.0
588,2026-04-18 15:37:45,50,50.0
589,2026-04-18 15:38:15,11,120.0
590,2026-04-18 15:38:15,12,35.0
591,2026-04-18 15:38:15,13,65.0
592,2026-04-18 15:38:15,14,85.0
593,2026-04-18 15:38:15,15,35.0
594,2026-04-18 15:38:15,16,40.0
595,2026-04-18 15:38:15,17,70.0
596,2026-04-18 15:38:15,18,40.0
597,2026-04-18 15:38:15,19,50.0
598,2026-04-18 15:38:15,20,25.0
599,2026-04-18 15:38:15,21,60.0
600,2026-04-18 15:38:15,50,50.0
601,2026-04-18 15:38:45,11,120.0
602,2026-04-18 15:38:45,12,35.0
603,2026-04-18 15:38:45,13,65.0
604,2026-04-18 15:38:45,14,85.0
605,2026-04-18 15:38:45,15,35.0
606,2026-04-18 15:38:45,16,40.0
607,2026-04-18 15:38:45,17,70.0
608,2026-04-18 15:38:45,18,40.0
609,2026-04-18 15:38:45,19,50.0
610,2026-04-18 15:38:45,20,25.0
611,2026-04-18 15:38:45,21,60.0
612,2026-04-18 15:38:45,50,50.0
613,2026-04-18 15:39:15,11,120.0
614,2026-04-18 15:39:15,12,35.0
615,2026-04-18 15:39:15,13,65.0
616,2026-04-18 15:39:15,14,85.0
617,2026-04-18 15:39:15,15,35.0
618,2026-04-18 15:39:15,16,40.0
619,2026-04-18 15:39:15,17,70.0
620,2026-04-18 15:39:15,18,40.0
621,2026-04-18 15:39:15,19,50.0
622,2026-04-18 15:39:15,20,25.0
623,2026-04-18 15:39:15,21,60.0
624,2026-04-18 15:39:15,50,50.0
625,2026-04-18 15:39:45,11,120.0
626,2026-04-18 15:39:45,12,35.0
627,2026-04-18 15:39:45,13,65.0
628,2026-04-18 15:39:45,14,85.0
629,2026-04-18 15:39:45,15,35.0
630,2026-04-18 15:39:45,16,40.0
631,2026-04-18 15:39:45,17,70.0
632,2026-04-18 15:39:45,18,40.0
633,2026-04-18 15:39:45,19,50.0
634,2026-04-18 15:39:45,20,25.0
635,2026-04-18 15:39:45,21,60.0
636,2026-04-18 15:39:45,50,50.0
637,2026-04-18 15:40:15,11,120.0
638,2026-04-18 15:40:15,12,35.0
639,2026-04-18 15:40:15,13,65.0
640,2026-04-18 15:40:15,14,85.0
641,2026-04-18 15:40:15,15,35.0
642,2026-04-18 15:40:15,16,40.0
643,2026-04-18 15:40:15,17,70.0
644,2026-04-18 15:40:15,18,40.0
645,2026-04-18 15:40:15,19,50.0
646,2026-04-18 15:40:15,20,25.0
647,2026-04-18 15:40:15,21,60.0
648,2026-04-18 15:40:15,50,50.0
649,2026-04-18 15:40:45,11,120.0
650,2026-04-18 15:40:45,12,35.0
651,2026-04-18 15:40:45,13,65.0
652,2026-04-18 15:40:45,14,85.0
653,2026-04-18 15:40:45,15,35.0
654,2026-04-18 15:40:46,16,40.0
655,2026-04-18 15:40:46,17,70.0
656,2026-04-18 15:40:46,18,40.0
657,2026-04-18 15:40:46,19,50.0
658,2026-04-18 15:40:46,20,25.0
659,2026-04-18 15:40:46,21,60.0
660,2026-04-18 15:40:46,50,50.0
661,2026-04-18 15:41:16,11,120.0
662,2026-04-18 15:41:16,12,35.0
663,2026-04-18 15:41:16,13,65.0
664,2026-04-18 15:41:16,14,85.0
665,2026-04-18 15:41:16,15,35.0
